ID,image_url,Original_Post,Topic_ID_Reg,Keywords_Regular_Topic,Topic_Name_Regular,Topic_ID_Enr,Keywords_Enriched_Topic,Topic_Name_Enriched
C265,https://pbs.twimg.com/media/HCWoo3pXMAAKg02.jpg,No hay que tocar ningún enlace de su toilet paper. tiene updates que el papel sanitario de ENDI no tiene. Mejor vayan a centcom y usen el nuevo dia para recoger mierda de mascotas.,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
C273,https://pbs.twimg.com/media/HCPj_q2XcAAPgyH.jpg,"Michel Touma Missiles iraniens et appel libanais à la neutralité. Iran strikes region, Lebanon urges strict neutrality. تصعيد إيراني ولبنان يتمسك بسياسة الحياد. LevantTime Iran Israel USA",2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy
C281,https://pbs.twimg.com/media/HCZd5KHXAAAKV0U.jpg,"woke up to Israeli missiles on Dahieh again. this morning, 31 dead in Beirut alone. i cant believe im writing from these sounds again. sending love and grief and fury to everyone living under war machines. none of this is normal. praying life will again be a beautiful thing",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
C363,https://pbs.twimg.com/media/HCQjvRkbMAArVWY.jpg,হরমজ সব জহজক ধময রখছ ইরন,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)"
C364,https://pbs.twimg.com/media/HCQdJ7YWEAA14Dn.jpg,Ships halted outside the Strait of Hormuz توقف کشتیها پشت تنگه هرمز,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
C390,https://pbs.twimg.com/media/HCaAEo_agAA7h4I.jpg,"Ми не можемо порівнювати ці території, Зеленський про обмін Донбасу на прикордонні території",7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks
C403,https://pbs.twimg.com/media/HCPHhnqbEAA1anc.jpg,"770, 1k, 1 tank 5 AFV 32 artillery 1 MLRS 149 vehicles 1616 UAV . Day 1466. Feb 27k troop loss pace1,54M end of 2026. More",33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks
C404,https://pbs.twimg.com/media/HCOYtw7aIAAnxU4.jpg,preemptive warnings no actual alerts yet.,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
C405,https://pbs.twimg.com/media/HCRo9_yasAAvCBr.jpg,My Anxiety rising up at 1231 AM after us receiving this alert. Please stay safe guys..,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
C406,https://pbs.twimg.com/media/HCPowyhXwAA10JK.jpg,"Home Front Command Flash Early Warning 28022026 1416 Following the detection of launches, in the coming minutes, warnings are expected to be received in the areas.",36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
C410,https://pbs.twimg.com/media/HCPZhNzXkAAOxB-.jpg,"The alerts are non stop, but much smaller barrages than 8 months ago",36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
C412,https://pbs.twimg.com/media/HCO5EIgbEAUrAsD.png,Red alert area has massively expanded.,30,"gdp, growth, economy, saudi, economic, trillion, arabias, dubai, arabia, billion",Saudi Arabia & Dubai Economic Growth,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
C413,https://pbs.twimg.com/media/HCRrrwJX0AACQ-w.jpg,This means there wont be a prolonged war. The remaining leadership may be willing to negotiate or they are next,25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death
C432,https://pbs.twimg.com/media/HCZUgDXWcAA32yC.jpg,The reality is that they all got bombed,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C438,https://pbs.twimg.com/media/HCLGQPsbYAAhzAz.png,북한 당창건행사평가.hwp f13a4834e3e1613857b84a1203e2e182,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs
C443,https://pbs.twimg.com/media/HCWsGo_W0AAqwc0.jpg,BREAKING Iraqs military says the proIranian Popular Mobilization Front PMF was targeted in an operation in Anbar Province today.,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C444,https://pbs.twimg.com/media/HCWV0_gWUAAjCzO.jpg,"According to a release from the Iraqi military, the Popular Mobilization Front PMF, a proIranian paramilitary group in Iraq, was targeted today in an operation in Anbar Province, Iraq.",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
C466,https://pbs.twimg.com/media/HCXHjhBXMAAEb7m.jpg,Spot on,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict
C475,https://pbs.twimg.com/media/HCQXSTXaEAAfzuE.jpg,Committed Democrat here. Im a hard no. My vote is Operation Epic Fury.,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups
C48,https://pbs.twimg.com/media/HCWegmBa4AAZREf.jpg,"And you are not saying a single word for Iran, the attack has happened on Iran, not on Israel. DARO MAT",16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups
C484,https://pbs.twimg.com/media/HCZF-QhXwAAp69u.jpg,"Μόνο υπερηφάνεια που βομβαρδιστικά αεροπλάνα των USA, φεύγουν από τα Χανιά μας και βομβαρδίζουν σχολεία στη Tehran.",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
C502,https://pbs.twimg.com/media/HCWR4PjbgAAG7Nb.jpg,JUST IN ENERGY MARKETS COULD BE HEADING FOR MAJOR VOLATILITY. OIL PRICES MAY SURGE SHARPLY AS TENSIONS ESCALATE IN THE MIDDLE EAST. GOLD AND SILVER ARE ALSO POSITIONED FOR A POTENTIAL BREAKOUT AS INVESTORS MOVE TOWARD SAFEHAVEN ASSETS AMID GEOPOLITICAL UNCERTAINTY.,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,12,"gold, price, xauusd, chart, rally, spot, dollar, market, silver, central",Gold & Precious Metals Market Analysis
C508,https://pbs.twimg.com/media/HCY8btrWUAEt-Kl.png,Market Quick Take 2 March 2026 via equities volatility crypto fixedincome forex commodities gold oil macro,12,"gold, price, xauusd, chart, rally, spot, dollar, market, silver, central",Gold & Precious Metals Market Analysis,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market
C51,https://pbs.twimg.com/media/HCZ-HSPWgAAd90N.jpg,We attack Israel with the weopon of khyber Iran.,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict
C54,https://pbs.twimg.com/media/HCZhGAFW8AAn42q.jpg,"I will also add that negotiations were promising and set to continue this week, but Trump and Israel decided to just attack Iran.",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs
C55,https://pbs.twimg.com/media/HCPiwvcaEAAByxf.jpg,"We are calling in our 70,000 special forces. We will carry out the biggest attack on Iran to date.",20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C562,https://pbs.twimg.com/media/HCZsRyyXgAArqsf.jpg,من كام يوم بس الخليج كان بيعد مليارات لاعادة اعمار غزة. انا لو من قادة الخليج مدفعش قرش واحد و يخلي الغزاوية ياخدوا حسابهم من حماس.,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
C564,https://pbs.twimg.com/media/HCZrXDua4AAYkHY.jpg,"YOU KNOW that Hamas and PiJ cannibalized ALL civilian institutions in Gaza, endangering civilians and using them as human shields.Even MSF has admitted it. Your terror gravy train is derailed Rashida. THIS is over. Get a new grift.",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
C566,https://pbs.twimg.com/media/HCUwweqWIAExuCL.jpg,"Jared Kushner manages 5 billion from Gulf governments. This week, he unveiled a 25 billion master plan for Gaza. The same government funding will fund the reconstruction.",30,"gdp, growth, economy, saudi, economic, trillion, arabias, dubai, arabia, billion",Saudi Arabia & Dubai Economic Growth,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C567,https://pbs.twimg.com/media/HCZr0xNaIAAA_0P.jpg,It seems they rebuilt fast given this was the last restaurant in Gaza and was destroyed less than 10 months ago,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
C584,https://pbs.twimg.com/media/HCUgcUXXUAEQO5H.jpg,"Have you ever had a life interruption Paul did. He started his trip to Damascus one person, and arrived a completely different person with a different name even Paul shows us God doesnt change all our plans, but our hearts. Are you willing to let him",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy
C589,https://pbs.twimg.com/media/HCPXRosakAA5Tka.jpg,Iran has not attacked a country unprovoked,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C59,https://pbs.twimg.com/media/HCSFUfIXMAAfdBU.jpg,CNN captured the moment that a missile hit Tel Aviv on Saturday night. Follow live updates,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow),2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
C592,https://pbs.twimg.com/media/HCZmHuNakAEyoX8.jpg,"सपरट ह त कर रह ह भईजन, कल 35 शहद हए, इशअललह आज 350 हग आप भ त कछ कर, अब य मत कहन क तम सनन ह शयओ स कय मतलब....",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,37,"afghan, taliban, pakistan, afghanistan, میں, pakistani, nur, airstrikes, khan, اور",Afghanistan & Taliban-Pakistan Relations
C593,https://pbs.twimg.com/media/HCZmtmtWsAAXbv9.jpg,که اړتيا شوه مونږ هم دجګړې لومړۍ کرښې ته خپلو مجاهدينو سره ﺯو د تور پنجاپ ملعون پر ضد,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,37,"afghan, taliban, pakistan, afghanistan, میں, pakistani, nur, airstrikes, khan, اور",Afghanistan & Taliban-Pakistan Relations
C595,https://pbs.twimg.com/media/HCL_lOfWAAApsyj.jpg,بس يصيرو 200 لايك حأنزل عالانتخابات ضد القوات,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,37,"afghan, taliban, pakistan, afghanistan, میں, pakistani, nur, airstrikes, khan, اور",Afghanistan & Taliban-Pakistan Relations
C601,https://pbs.twimg.com/media/HCZjh9xbYAATG98.jpg,Countries gt 50 Shia. Shows possible flashpoints. And risk of wider war. Credit,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)"
C604,https://pbs.twimg.com/media/HCMmX31XsAAUgIV.jpg,"In this age of drone warfare they have suicide bomber Battalions so we might get to see suicide bomber Vs suicide bomber .. Thats dedication, all for the love of the game. I just hope both sides have fun..",11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,37,"afghan, taliban, pakistan, afghanistan, میں, pakistani, nur, airstrikes, khan, اور",Afghanistan & Taliban-Pakistan Relations
C606,https://pbs.twimg.com/media/HCZrWHFXEAA2HUI.jpg,"Theres gonna be a lot of armchair quarterbacking here from peeps who are just ignorant when it comes to war tactics. But, this is Twitter. Not surprising",4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C61,https://pbs.twimg.com/media/HCP_xLObEAcWZ-A.jpg,Im watching a live Chinese news broadcast about the US Israel attack on Iran. Literally all of the comments from ordinary Chinese say the same thing world peace.,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
C617,https://pbs.twimg.com/media/HCYDzA6bEAAZ-EP.jpg,"PM Modis statement shows Indias balanced approach in the Middle East, condemning attacks on UAE while advocating for regional deescalation.",28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C619,https://pbs.twimg.com/media/HCWpUA0XYAEnokd.jpg,"USIsraelIran Conflict Military Escalation and Regional Implications Breaking down the latest USIsraelIran conflict key players, hotspots, and potential global impacts. Stay informed on military escalations and regional tensions. MiddleEast Geopolitics US Israel Iran AviationCulture",15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)",3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
C624,https://pbs.twimg.com/media/HCZlgyLbcAAPI9A.jpg,Dont joke with two powerful forces combined to fight a war against you This is serious,25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death
C630,https://pbs.twimg.com/media/HCW6g7bXQAECHRk.jpg,"Due to ongoing regional tensions, we have updated our travel advice and advise against all travel to Iraq. There is significant risk of further escalation, and events are fastmoving and unpredictable.",5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
C635,https://pbs.twimg.com/media/HCPelD0aoAALLVD.jpg,สรปเหตการณสำคญในรอบ 2 ชวโมงทผานมา สถานการณลามสสภาวะสงครามภมภาค Regional War อยางเตมตว TheNewsy,25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)"
C649,https://pbs.twimg.com/media/HCLZO9YagAAhD2X.jpg,BREAKING Maersk and HapagLloyd suspend Red Sea sailings amid rising regional tensions and security risks.,38,"houthis, red, sea, resume, yemeni, yemens, announce, shipping, houthi, ships",Houthi Attacks & Maritime Threats in the Red Sea,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
C65,https://pbs.twimg.com/media/HCP_hX8WYAIBR56.jpg,"When you sign an agreement with the USA to have their base in your country, you are telling them directly that they can attack any country on your land. Logically, we cannot blame Iran for firing missiles to Bahrain, Qatar and Saudi Arabia. They deserved it",28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
C653,https://pbs.twimg.com/media/HCZnuTzWQAAj_tr.jpg,حلومت پاکستان کا لاڈلا جوائی یہ ٹویٹ کیوں ڈلیٹ کر گیا یہ اتنی خطرناک ٹویٹ کہ ہم اندازہ بھی نہی کر سکتے ہیں,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
C654,https://pbs.twimg.com/media/HCZn5HUa0AAC5dR.jpg,"Just an FYI, Im a fan, but best to not mention that our stockpiles of munitions are dwindling",14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
C661,https://pbs.twimg.com/media/HCX_uKhawAAtzAE.png,"AI is used for Lethal Autonomous Weapon Systems Mis Information Warfare, Deepfakes and Cyberwarfare Manless fighter planes, submarines, tanks..... If weaponising AI does not stop the fall of human civilisation cannot be far",19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development"
C679,https://pbs.twimg.com/media/HCQlWIPXkAArxMY.jpg,IsraelIran टकरव म Nuclear War क खतर कसन जर कय अलरट Big Update Khamenei Trump N18G IranIsraelWar NuclearAlert MiddleEastCrisis Khamenei N18G,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
C683,https://pbs.twimg.com/media/HCZuYcaacAAPwOK.jpg,Latest Update amp Confirmation by USCENTCOM It was a friendly fire incident.,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials
C694,https://pbs.twimg.com/media/HCHph8yXwAAVvmj.jpg,رئیسجمهور صلح,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
C697,https://pbs.twimg.com/media/HCYVoQbbYAA4nOa.jpg,You are the FASCIST . Democrats are the NAZI He is the ANTIFASCIST . He supports the citizen. You support the terrorist. He brings receipts. You bring hypocrisy. PeaceThroughStrength Destroying fascists in the IranWar,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
C70,https://pbs.twimg.com/media/HCX-SvhW8AAh8Uo.jpg,"Iran fighting Israel, USA, Saudi Arabia, UAE, now France, UK, Germany SINGLE HANDEDLY is nothing but an Act of God Long live IRAN. Fight them to the END MOTHERLAND OR DEATH",16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1023,https://pbs.twimg.com/media/HCeFxnrWMAAHSy_.jpg,BREAKING The IDF announces it has started limited ground operations into southern Lebanon to thwart crossborder incursion attempts by Hezbollahs Ridwan forces,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D1033,https://pbs.twimg.com/media/HCNdlxpW8AI-oJa.jpg,NEW EPISODE OF GOING UNDERGROUND USISRAELI WAR ON IRAN Can Israel Survive FullScale Iranian Retaliation Prof. Uri BarJoseph What are the real motivations behind a USIsraeli war on Iran What happens if Lebanese Hezbollah joins the fighting How much damage can Iran cause Israel All this and more on this episode of Going Underground,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation
D1046,https://pbs.twimg.com/media/HCeIlrfbIAAGXOt.jpg,The building bears no resemblance whatsoever to the US Embassy in Riyadh.,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D1058,https://pbs.twimg.com/media/HCe1Yt1bwAAheDb.jpg,"Salalah port, in Oman, strike location.",39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D1074,https://pbs.twimg.com/media/HCYpExqWoAAu8yV.png,"Merz täuscht hier scheinheilig Seriosität vor und spielt damit die Rolle eines Consigliere für Trump. Berechtigte Zweifel, dass der Vorgang ebensolche Folgen zeitigen könnte wie die Destabilisierung Afgahnistans, Libyens und Iraks tut er einfach ab ... und Sie mit ihm.",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy
D1075,https://pbs.twimg.com/media/HCaQ8QsWEAAqLdp.png,"Dont worry, Merzs survey ratings are VERY LOW",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1113,https://pbs.twimg.com/media/HCev9PEXUAAzzLV.jpg,Had this happened prior to last month the consensus wouldnt have been as robust.,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D1115,https://pbs.twimg.com/media/HCe0rKpbEAARLc6.jpg,confirm this sad news and the level of damage,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors
D1116,https://pbs.twimg.com/media/HCUjblDacAA5Qee.jpg,Multiple American and French sources admitted that Rafales are lost by the incompetent moronic Indian air force Theres a reason why China is almost 5 times larger than India in GDP despite having a smaller population,30,"gdp, growth, economy, saudi, economic, trillion, arabias, dubai, arabia, billion",Saudi Arabia & Dubai Economic Growth,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D1149,https://pbs.twimg.com/media/HCezJSBaAAAi8zW.jpg,これも多分投票だよね とりあえず3毎日する و SailubPon,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development"
D1151,https://pbs.twimg.com/media/HCevyUfbAAAerul.jpg,おっ 自身の公式サイトのあえてずっとすべて掲載してきたコラムを全削除した高市早苗さんですが また今回も例の 公認チームサナエが日本を変えるアカウントの Sanae Tokenのツイートを削除しましたよ 魚拓,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D1152,https://pbs.twimg.com/media/HCeuyFLaUAA3q6x.jpg,高市早苗公認の後援会が勝手にJapan is Backってポストしてて高市総理には言ってなかったってことやんな チームサナエ SANAETOKEN,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market
D1153,https://pbs.twimg.com/media/HCZrKRDboAAlNvc.jpg,This is an order from the Sovereign. Any involvement in war is prohibited. Your authority has been revoked due to suspicions surrounding the election results. Respect the Constitution of Japan. EnemyStateClauses 2026.03.02,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
